@context,@type,name,image,description,url,sku,category,color,weight,offers,gtin13,brand.@type,brand.name,brand.image,brand.url,aggregateRating.@type,aggregateRating.ratingValue,aggregateRating.reviewCount,potentialAction.@type,potentialAction.name
https://schema.org,Product,Tempest 20 Pack - Women's,https://www.rei.com/media/product/177574,"Meet your new favorite day-hiking, biking or peak-bagging carry solution. The women's Osprey Tempest 20 pack helps you bring hydration, food and extra layers along wherever your imagination takes you.",https://www.rei.com/product/177574/osprey-tempest-20-pack-womens,177574,Daypacks,"['Jasper Green', 'Stealth Black', 'Bell Orange', 'Aluminum Grey']",1 lbs. 14.6 oz.,"[{'@type': 'Offer', 'image': 'https://www.rei.com/media/product/1775740001', 'url': 'https://www.rei.com/product/177574/osprey-tempest-20-pack-womens', 'priceValidUntil': '2021-04-28', 'sku': '1775740001', 'price': '130.00', 'priceCurrency': 'USD', 'availability': 'https://schema.org/InStock', 'itemCondition': 'https://schema.org/NewCondition', 'seller': {'name': 'REI', '@type': 'Organization'}}, {'@type': 'Offer', 'image': 'https://www.rei.com/media/product/1775740002', 'url': 'https://www.rei.com/product/177574/osprey-tempest-20-pack-womens', 'priceValidUntil': '2021-04-28', 'sku': '1775740002', 'price': '130.00', 'priceCurrency': 'USD', 'availability': 'https://schema.org/OutOfStock', 'itemCondition': 'https://schema.org/NewCondition', 'seller': {'name': 'REI', '@type': 'Organization'}}, {'@type': 'Offer', 'image': 'https://www.rei.com/media/product/1775740003', 'url': 'https://www.rei.com/product/177574/osprey-tempest-20-pack-womens', 'priceValidUntil': '2021-04-28', 'sku': '1775740003', 'price': '130.00', 'priceCurrency': 'USD', 'availability': 'https://schema.org/InStock', 'itemCondition': 'https://schema.org/NewCondition', 'seller': {'name': 'REI', '@type': 'Organization'}}, {'@type': 'Offer', 'image': 'https://www.rei.com/media/product/1775740004', 'url': 'https://www.rei.com/product/177574/osprey-tempest-20-pack-womens', 'priceValidUntil': '2021-04-28', 'sku': '1775740004', 'price': '130.00', 'priceCurrency': 'USD', 'availability': 'https://schema.org/InStock', 'itemCondition': 'https://schema.org/NewCondition', 'seller': {'name': 'REI', '@type': 'Organization'}}, {'@type': 'Offer', 'image': 'https://www.rei.com/media/product/1775740005', 'url': 'https://www.rei.com/product/177574/osprey-tempest-20-pack-womens', 'priceValidUntil': '2021-04-28', 'sku': '1775740005', 'price': '130.00', 'priceCurrency': 'USD', 'availability': 'https://schema.org/OutOfStock', 'itemCondition': 'https://schema.org/NewCondition', 'seller': {'name': 'REI', '@type': 'Organization'}}, {'@type': 'Offer', 'image': 'https://www.rei.com/media/product/1775740006', 'url': 'https://www.rei.com/product/177574/osprey-tempest-20-pack-womens', 'priceValidUntil': '2021-04-28', 'sku': '1775740006', 'price': '130.00', 'priceCurrency': 'USD', 'availability': 'https://schema.org/InStock', 'itemCondition': 'https://schema.org/NewCondition', 'seller': {'name': 'REI', '@type': 'Organization'}}, {'@type': 'Offer', 'image': 'https://www.rei.com/media/product/1775740007', 'url': 'https://www.rei.com/product/177574/osprey-tempest-20-pack-womens', 'priceValidUntil': '2021-04-28', 'sku': '1775740007', 'price': '130.00', 'priceCurrency': 'USD', 'availability': 'https://schema.org/InStock', 'itemCondition': 'https://schema.org/NewCondition', 'seller': {'name': 'REI', '@type': 'Organization'}}, {'@type': 'Offer', 'image': 'https://www.rei.com/media/product/1775740008', 'url': 'https://www.rei.com/product/177574/osprey-tempest-20-pack-womens', 'priceValidUntil': '2021-04-28', 'sku': '1775740008', 'price': '130.00', 'priceCurrency': 'USD', 'availability': 'https://schema.org/InStock', 'itemCondition': 'https://schema.org/NewCondition', 'seller': {'name': 'REI', '@type': 'Organization'}}, {'@type': 'Offer', 'image': 'https://www.rei.com/media/product/1775740009', 'url': 'https://www.rei.com/product/177574/osprey-tempest-20-pack-womens', 'priceValidUntil': '2021-04-28', 'sku': '1775740009', 'price': '130.00', 'priceCurrency': 'USD', 'availability': 'https://schema.org/OutOfStock', 'itemCondition': 'https://schema.org/NewCondition', 'seller': {'name': 'REI', '@type': 'Organization'}}]","['0843820116540', '0843820101607', '0417757400050', '0843820116588', '0843820101584', '0843820104189', '0843820101522', '0843820107906', '0843820107944']",Brand,Osprey,https://satchel.rei.com/media/img/brand-logos/10218.gif,https://www.rei.com/b/osprey,AggregateRating,5.0,11,,
https://schema.org,Product,Nomad Pack,,"With the ability to expand from a 65-liter pack all the way up to an 85-liter pack, the ALPS Mountaineering Nomad pack fits your backpacking adventures, no matter how gear-laden they may be.",https://www.rei.com/rei-garage/product/168409/alps-mountaineering-nomad-pack,,,,,"[{'@type': 'Offer', 'image': 'https://www.rei.com/media/product/1684090001', 'sku': '1684090001', 'price': '133.73', 'priceCurrency': 'USD', 'availability': 'https://schema.org/InStock', 'itemCondition': 'https://schema.org/NewCondition'}]",['0703438662559'],Brand,ALPS Mountaineering,https://satchel.rei.com/media/img/brand-logos/alps.gif,https://www.rei.com/rei-garage/b/alps-mountaineering,AggregateRating,4.8,4,,
https://schema.org,Product,Speed Lite 26 Pack - Men's,,"Bring along all the necessities without missing a beat. The Deuter Speed Lite 26 pack combines robust quality with lightweight comfort and all the features you need for skiing, climbing or hiking.",https://www.rei.com/rei-garage/product/182950/deuter-speed-lite-26-pack-mens,,,,,"[{'@type': 'Offer', 'image': 'https://www.rei.com/media/product/1829500001', 'sku': '1829500001', 'price': '92.73', 'priceCurrency': 'USD', 'availability': 'https://schema.org/InStock', 'itemCondition': 'https://schema.org/NewCondition'}, {'@type': 'Offer', 'image': 'https://www.rei.com/media/product/1829500002', 'sku': '1829500002', 'price': '92.73', 'priceCurrency': 'USD', 'availability': 'https://schema.org/InStock', 'itemCondition': 'https://schema.org/NewCondition'}]","['4046051086934', '4046051086941']",Brand,Deuter,https://satchel.rei.com/media/img/brand-logos/343.gif,https://www.rei.com/rei-garage/b/deuter,AggregateRating,4.8,5,,
https://schema.org,Product,Aura AG 50 Pack - Women's,https://www.rei.com/media/product/126716,"The joy is in the journey when you're carrying the women-specific Osprey Aura AG 50 pack, which uses Anti-Gravity™ technology to balance heavy loads and provide cooling comfort on long treks.",https://www.rei.com/product/126716/osprey-aura-ag-50-pack-womens,126716,Backpacking Packs,"['Gamma Red', 'Vestal Grey', 'Challenger Blue']",4 lbs.,"[{'@type': 'Offer', 'image': 'https://www.rei.com/media/product/1267160001', 'url': 'https://www.rei.com/product/126716/osprey-aura-ag-50-pack-womens', 'priceValidUntil': '2021-04-28', 'sku': '1267160001', 'price': '240.00', 'priceCurrency': 'USD', 'availability': 'https://schema.org/InStock', 'itemCondition': 'https://schema.org/NewCondition', 'seller': {'name': 'REI', '@type': 'Organization'}}, {'@type': 'Offer', 'image': 'https://www.rei.com/media/product/1267160002', 'url': 'https://www.rei.com/product/126716/osprey-aura-ag-50-pack-womens', 'priceValidUntil': '2021-04-28', 'sku': '1267160002', 'price': '240.00', 'priceCurrency': 'USD', 'availability': 'https://schema.org/InStock', 'itemCondition': 'https://schema.org/NewCondition', 'seller': {'name': 'REI', '@type': 'Organization'}}, {'@type': 'Offer', 'image': 'https://www.rei.com/media/product/1267160003', 'url': 'https://www.rei.com/product/126716/osprey-aura-ag-50-pack-womens', 'priceValidUntil': '2021-04-28', 'sku': '1267160003', 'price': '240.00', 'priceCurrency': 'USD', 'availability': 'https://schema.org/InStock', 'itemCondition': 'https://schema.org/NewCondition', 'seller': {'name': 'REI', '@type': 'Organization'}}, {'@type': 'Offer', 'image': 'https://www.rei.com/media/product/1267160004', 'url': 'https://www.rei.com/product/126716/osprey-aura-ag-50-pack-womens', 'priceValidUntil': '2021-04-28', 'sku': '1267160004', 'price': '240.00', 'priceCurrency': 'USD', 'availability': 'https://schema.org/InStock', 'itemCondition': 'https://schema.org/NewCondition', 'seller': {'name': 'REI', '@type': 'Organization'}}, {'@type': 'Offer', 'image': 'https://www.rei.com/media/product/1267160005', 'url': 'https://www.rei.com/product/126716/osprey-aura-ag-50-pack-womens', 'priceValidUntil': '2021-04-28', 'sku': '1267160005', 'price': '240.00', 'priceCurrency': 'USD', 'availability': 'https://schema.org/InStock', 'itemCondition': 'https://schema.org/NewCondition', 'seller': {'name': 'REI', '@type': 'Organization'}}, {'@type': 'Offer', 'image': 'https://www.rei.com/media/product/1267160006', 'url': 'https://www.rei.com/product/126716/osprey-aura-ag-50-pack-womens', 'priceValidUntil': '2021-04-28', 'sku': '1267160006', 'price': '240.00', 'priceCurrency': 'USD', 'availability': 'https://schema.org/InStock', 'itemCondition': 'https://schema.org/NewCondition', 'seller': {'name': 'REI', '@type': 'Organization'}}, {'@type': 'Offer', 'image': 'https://www.rei.com/media/product/1267160007', 'url': 'https://www.rei.com/product/126716/osprey-aura-ag-50-pack-womens', 'priceValidUntil': '2021-04-28', 'sku': '1267160007', 'price': '240.00', 'priceCurrency': 'USD', 'availability': 'https://schema.org/InStock', 'itemCondition': 'https://schema.org/NewCondition', 'seller': {'name': 'REI', '@type': 'Organization'}}, {'@type': 'Offer', 'image': 'https://www.rei.com/media/product/1267160008', 'url': 'https://www.rei.com/product/126716/osprey-aura-ag-50-pack-womens', 'priceValidUntil': '2021-04-28', 'sku': '1267160008', 'price': '240.00', 'priceCurrency': 'USD', 'availability': 'https://schema.org/InStock', 'itemCondition': 'https://schema.org/NewCondition', 'seller': {'name': 'REI', '@type': 'Organization'}}, {'@type': 'Offer', 'image': 'https://www.rei.com/media/product/1267160009', 'url': 'https://www.rei.com/product/126716/osprey-aura-ag-50-pack-womens', 'priceValidUntil': '2021-04-28', 'sku': '1267160009', 'price': '240.00', 'priceCurrency': 'USD', 'availability': 'https://schema.org/InStock', 'itemCondition': 'https://schema.org/NewCondition', 'seller': {'name': 'REI', '@type': 'Organization'}}]","['0845136065901', '0845136065802', '0845136065888', '0845136065789', '0845136065864', '0845136065765', '0845136065840', '0845136065741', '0845136065826']",Brand,Osprey,https://satchel.rei.com/media/img/brand-logos/10218.gif,https://www.rei.com/b/osprey,AggregateRating,4.6,48,,
https://schema.org,Product,Kyte 46 Pack - Women's,https://www.rei.com/media/product/141492,"Rich with practical features, the women's Osprey Kyte 46 pack is a durable workhorse that's ready to carry your gear off the beaten path into rugged, unpredictable backcountry terrain.",https://www.rei.com/product/141492/osprey-kyte-46-pack-womens,141492,Backpacking Packs,"['Mulberry Purple', 'Siren Grey', 'Icelake Green']",3 lbs. 6.1 oz.,"[{'@type': 'Offer', 'image': 'https://www.rei.com/media/product/1414920001', 'url': 'https://www.rei.com/product/141492/osprey-kyte-46-pack-womens', 'priceValidUntil': '2021-04-28', 'sku': '1414920001', 'price': '180.00', 'priceCurrency': 'USD', 'availability': 'https://schema.org/InStock', 'itemCondition': 'https://schema.org/NewCondition', 'seller': {'name': 'REI', '@type': 'Organization'}}, {'@type': 'Offer', 'image': 'https://www.rei.com/media/product/1414920002', 'url': 'https://www.rei.com/product/141492/osprey-kyte-46-pack-womens', 'priceValidUntil': '2021-04-28', 'sku': '1414920002', 'price': '180.00', 'priceCurrency': 'USD', 'availability': 'https://schema.org/InStock', 'itemCondition': 'https://schema.org/NewCondition', 'seller': {'name': 'REI', '@type': 'Organization'}}, {'@type': 'Offer', 'image': 'https://www.rei.com/media/product/1414920003', 'url': 'https://www.rei.com/product/141492/osprey-kyte-46-pack-womens', 'priceValidUntil': '2021-04-28', 'sku': '1414920003', 'price': '180.00', 'priceCurrency': 'USD', 'availability': 'https://schema.org/InStock', 'itemCondition': 'https://schema.org/NewCondition', 'seller': {'name': 'REI', '@type': 'Organization'}}, {'@type': 'Offer', 'image': 'https://www.rei.com/media/product/1414920004', 'url': 'https://www.rei.com/product/141492/osprey-kyte-46-pack-womens', 'priceValidUntil': '2021-04-28', 'sku': '1414920004', 'price': '180.00', 'priceCurrency': 'USD', 'availability': 'https://schema.org/InStock', 'itemCondition': 'https://schema.org/NewCondition', 'seller': {'name': 'REI', '@type': 'Organization'}}, {'@type': 'Offer', 'image': 'https://www.rei.com/media/product/1414920005', 'url': 'https://www.rei.com/product/141492/osprey-kyte-46-pack-womens', 'priceValidUntil': '2021-04-28', 'sku': '1414920005', 'price': '180.00', 'priceCurrency': 'USD', 'availability': 'https://schema.org/InStock', 'itemCondition': 'https://schema.org/NewCondition', 'seller': {'name': 'REI', '@type': 'Organization'}}, {'@type': 'Offer', 'image': 'https://www.rei.com/media/product/1414920006', 'url': 'https://www.rei.com/product/141492/osprey-kyte-46-pack-womens', 'priceValidUntil': '2021-04-28', 'sku': '1414920006', 'price': '180.00', 'priceCurrency': 'USD', 'availability': 'https://schema.org/InStock', 'itemCondition': 'https://schema.org/NewCondition', 'seller': {'name': 'REI', '@type': 'Organization'}}]","['0845136079946', '0845136080034', '0845136080003', '0845136079984', '0845136080027', '0845136079960']",Brand,Osprey,https://satchel.rei.com/media/img/brand-logos/10218.gif,https://www.rei.com/b/osprey,AggregateRating,4.8,16,,
https://schema.org,Product,Atmos AG 50 Pack - Men's,https://www.rei.com/media/product/126707,Linger on the trail a little longer with the Osprey Atmos AG 50 pack. Its ventilated Anti-Gravity™ suspension system and 9 pockets make it a pleasure to shoulder your backcountry essentials.,https://www.rei.com/product/126707/osprey-atmos-ag-50-pack-mens,126707,Backpacking Packs,"['Unity Blue', 'Abyss Grey', 'Rigby Red']",4 lbs. 2 oz.,"[{'@type': 'Offer', 'image': 'https://www.rei.com/media/product/1267070001', 'url': 'https://www.rei.com/product/126707/osprey-atmos-ag-50-pack-mens', 'priceValidUntil': '2021-04-28', 'sku': '1267070001', 'price': '240.00', 'priceCurrency': 'USD', 'availability': 'https://schema.org/InStock', 'itemCondition': 'https://schema.org/NewCondition', 'seller': {'name': 'REI', '@type': 'Organization'}}, {'@type': 'Offer', 'image': 'https://www.rei.com/media/product/1267070002', 'url': 'https://www.rei.com/product/126707/osprey-atmos-ag-50-pack-mens', 'priceValidUntil': '2021-04-28', 'sku': '1267070002', 'price': '240.00', 'priceCurrency': 'USD', 'availability': 'https://schema.org/InStock', 'itemCondition': 'https://schema.org/NewCondition', 'seller': {'name': 'REI', '@type': 'Organization'}}, {'@type': 'Offer', 'image': 'https://www.rei.com/media/product/1267070003', 'url': 'https://www.rei.com/product/126707/osprey-atmos-ag-50-pack-mens', 'priceValidUntil': '2021-04-28', 'sku': '1267070003', 'price': '240.00', 'priceCurrency': 'USD', 'availability': 'https://schema.org/InStock', 'itemCondition': 'https://schema.org/NewCondition', 'seller': {'name': 'REI', '@type': 'Organization'}}, {'@type': 'Offer', 'image': 'https://www.rei.com/media/product/1267070004', 'url': 'https://www.rei.com/product/126707/osprey-atmos-ag-50-pack-mens', 'priceValidUntil': '2021-04-28', 'sku': '1267070004', 'price': '240.00', 'priceCurrency': 'USD', 'availability': 'https://schema.org/InStock', 'itemCondition': 'https://schema.org/NewCondition', 'seller': {'name': 'REI', '@type': 'Organization'}}, {'@type': 'Offer', 'image': 'https://www.rei.com/media/product/1267070005', 'url': 'https://www.rei.com/product/126707/osprey-atmos-ag-50-pack-mens', 'priceValidUntil': '2021-04-28', 'sku': '1267070005', 'price': '240.00', 'priceCurrency': 'USD', 'availability': 'https://schema.org/InStock', 'itemCondition': 'https://schema.org/NewCondition', 'seller': {'name': 'REI', '@type': 'Organization'}}, {'@type': 'Offer', 'image': 'https://www.rei.com/media/product/1267070006', 'url': 'https://www.rei.com/product/126707/osprey-atmos-ag-50-pack-mens', 'priceValidUntil': '2021-04-28', 'sku': '1267070006', 'price': '240.00', 'priceCurrency': 'USD', 'availability': 'https://schema.org/InStock', 'itemCondition': 'https://schema.org/NewCondition', 'seller': {'name': 'REI', '@type': 'Organization'}}, {'@type': 'Offer', 'image': 'https://www.rei.com/media/product/1267070007', 'url': 'https://www.rei.com/product/126707/osprey-atmos-ag-50-pack-mens', 'priceValidUntil': '2021-04-28', 'sku': '1267070007', 'price': '240.00', 'priceCurrency': 'USD', 'availability': 'https://schema.org/InStock', 'itemCondition': 'https://schema.org/NewCondition', 'seller': {'name': 'REI', '@type': 'Organization'}}, {'@type': 'Offer', 'image': 'https://www.rei.com/media/product/1267070008', 'url': 'https://www.rei.com/product/126707/osprey-atmos-ag-50-pack-mens', 'priceValidUntil': '2021-04-28', 'sku': '1267070008', 'price': '240.00', 'priceCurrency': 'USD', 'availability': 'https://schema.org/InStock', 'itemCondition': 'https://schema.org/NewCondition', 'seller': {'name': 'REI', '@type': 'Organization'}}, {'@type': 'Offer', 'image': 'https://www.rei.com/media/product/1267070009', 'url': 'https://www.rei.com/product/126707/osprey-atmos-ag-50-pack-mens', 'priceValidUntil': '2021-04-28', 'sku': '1267070009', 'price': '240.00', 'priceCurrency': 'USD', 'availability': 'https://schema.org/InStock', 'itemCondition': 'https://schema.org/NewCondition', 'seller': {'name': 'REI', '@type': 'Organization'}}]","['0845136065406', '0845136065505', '0845136065468', '0845136065444', '0845136065543', '0845136065420', '0845136065383', '0845136065482', '0845136065529']",Brand,Osprey,https://satchel.rei.com/media/img/brand-logos/10218.gif,https://www.rei.com/b/osprey,AggregateRating,4.4,40,,
https://schema.org,Product,Baltoro 75 Pack - Men's,https://www.rei.com/media/product/123205,"Winter weekends and extended trail trips are all on the table with the Gregory Baltoro 75 pack. Its customizable suspension system delivers dynamic support, making easy work out of long miles.",https://www.rei.com/product/123205/gregory-baltoro-75-pack-mens,123205,Backpacking Packs,"['Ferrous Orange', 'Dusk Blue']",4 lbs. 13.2 oz,"[{'@type': 'Offer', 'image': 'https://www.rei.com/media/product/1232050001', 'url': 'https://www.rei.com/product/123205/gregory-baltoro-75-pack-mens', 'priceValidUntil': '2021-04-28', 'sku': '1232050001', 'price': '329.95', 'priceCurrency': 'USD', 'availability': 'https://schema.org/InStock', 'itemCondition': 'https://schema.org/NewCondition', 'seller': {'name': 'REI', '@type': 'Organization'}}, {'@type': 'Offer', 'image': 'https://www.rei.com/media/product/1232050002', 'url': 'https://www.rei.com/product/123205/gregory-baltoro-75-pack-mens', 'priceValidUntil': '2021-04-28', 'sku': '1232050002', 'price': '329.95', 'priceCurrency': 'USD', 'availability': 'https://schema.org/InStock', 'itemCondition': 'https://schema.org/NewCondition', 'seller': {'name': 'REI', '@type': 'Organization'}}, {'@type': 'Offer', 'image': 'https://www.rei.com/media/product/1232050003', 'url': 'https://www.rei.com/product/123205/gregory-baltoro-75-pack-mens', 'priceValidUntil': '2021-04-28', 'sku': '1232050003', 'price': '329.95', 'priceCurrency': 'USD', 'availability': 'https://schema.org/InStock', 'itemCondition': 'https://schema.org/NewCondition', 'seller': {'name': 'REI', '@type': 'Organization'}}, {'@type': 'Offer', 'image': 'https://www.rei.com/media/product/1232050004', 'url': 'https://www.rei.com/product/123205/gregory-baltoro-75-pack-mens', 'priceValidUntil': '2021-04-28', 'sku': '1232050004', 'price': '329.95', 'priceCurrency': 'USD', 'availability': 'https://schema.org/InStock', 'itemCondition': 'https://schema.org/NewCondition', 'seller': {'name': 'REI', '@type': 'Organization'}}, {'@type': 'Offer', 'image': 'https://www.rei.com/media/product/1232050005', 'url': 'https://www.rei.com/product/123205/gregory-baltoro-75-pack-mens', 'priceValidUntil': '2021-04-28', 'sku': '1232050005', 'price': '329.95', 'priceCurrency': 'USD', 'availability': 'https://schema.org/InStock', 'itemCondition': 'https://schema.org/NewCondition', 'seller': {'name': 'REI', '@type': 'Organization'}}, {'@type': 'Offer', 'image': 'https://www.rei.com/media/product/1232050006', 'url': 'https://www.rei.com/product/123205/gregory-baltoro-75-pack-mens', 'priceValidUntil': '2021-04-28', 'sku': '1232050006', 'price': '329.95', 'priceCurrency': 'USD', 'availability': 'https://schema.org/InStock', 'itemCondition': 'https://schema.org/NewCondition', 'seller': {'name': 'REI', '@type': 'Organization'}}]","['0190207012651', '0190207012644', '0190207012675', '0190207012620', '0190207012637', '0190207012668']",Brand,Gregory,https://satchel.rei.com/media/img/brand-logos/497.gif,https://www.rei.com/b/gregory,AggregateRating,4.6,84,,
https://schema.org,Product,Atmos AG 65 Pack - Men's,https://www.rei.com/media/product/134072,Don't abandon comfort just because you're leaving your creature comforts at home. The Osprey Atmos AG 65 pack uses Anti-Gravity™ technology to distribute the load and provide a dreamlike fit. ,https://www.rei.com/product/134072/osprey-atmos-ag-65-pack-mens,134072,Backpacking Packs,"['Unity Blue', 'Abyss Grey', 'Rigby Red']",4 lbs. 8 oz.,"[{'@type': 'Offer', 'image': 'https://www.rei.com/media/product/1340720001', 'url': 'https://www.rei.com/product/134072/osprey-atmos-ag-65-pack-mens', 'priceValidUntil': '2021-04-29', 'sku': '1340720001', 'price': '270.00', 'priceCurrency': 'USD', 'availability': 'https://schema.org/InStock', 'itemCondition': 'https://schema.org/NewCondition', 'seller': {'name': 'REI', '@type': 'Organization'}}, {'@type': 'Offer', 'image': 'https://www.rei.com/media/product/1340720002', 'url': 'https://www.rei.com/product/134072/osprey-atmos-ag-65-pack-mens', 'priceValidUntil': '2021-04-29', 'sku': '1340720002', 'price': '270.00', 'priceCurrency': 'USD', 'availability': 'https://schema.org/InStock', 'itemCondition': 'https://schema.org/NewCondition', 'seller': {'name': 'REI', '@type': 'Organization'}}, {'@type': 'Offer', 'image': 'https://www.rei.com/media/product/1340720003', 'url': 'https://www.rei.com/product/134072/osprey-atmos-ag-65-pack-mens', 'priceValidUntil': '2021-04-29', 'sku': '1340720003', 'price': '270.00', 'priceCurrency': 'USD', 'availability': 'https://schema.org/InStock', 'itemCondition': 'https://schema.org/NewCondition', 'seller': {'name': 'REI', '@type': 'Organization'}}, {'@type': 'Offer', 'image': 'https://www.rei.com/media/product/1340720004', 'url': 'https://www.rei.com/product/134072/osprey-atmos-ag-65-pack-mens', 'priceValidUntil': '2021-04-29', 'sku': '1340720004', 'price': '270.00', 'priceCurrency': 'USD', 'availability': 'https://schema.org/InStock', 'itemCondition': 'https://schema.org/NewCondition', 'seller': {'name': 'REI', '@type': 'Organization'}}, {'@type': 'Offer', 'image': 'https://www.rei.com/media/product/1340720005', 'url': 'https://www.rei.com/product/134072/osprey-atmos-ag-65-pack-mens', 'priceValidUntil': '2021-04-29', 'sku': '1340720005', 'price': '270.00', 'priceCurrency': 'USD', 'availability': 'https://schema.org/InStock', 'itemCondition': 'https://schema.org/NewCondition', 'seller': {'name': 'REI', '@type': 'Organization'}}, {'@type': 'Offer', 'image': 'https://www.rei.com/media/product/1340720006', 'url': 'https://www.rei.com/product/134072/osprey-atmos-ag-65-pack-mens', 'priceValidUntil': '2021-04-29', 'sku': '1340720006', 'price': '270.00', 'priceCurrency': 'USD', 'availability': 'https://schema.org/InStock', 'itemCondition': 'https://schema.org/NewCondition', 'seller': {'name': 'REI', '@type': 'Organization'}}, {'@type': 'Offer', 'image': 'https://www.rei.com/media/product/1340720007', 'url': 'https://www.rei.com/product/134072/osprey-atmos-ag-65-pack-mens', 'priceValidUntil': '2021-04-29', 'sku': '1340720007', 'price': '270.00', 'priceCurrency': 'USD', 'availability': 'https://schema.org/InStock', 'itemCondition': 'https://schema.org/NewCondition', 'seller': {'name': 'REI', '@type': 'Organization'}}, {'@type': 'Offer', 'image': 'https://www.rei.com/media/product/1340720008', 'url': 'https://www.rei.com/product/134072/osprey-atmos-ag-65-pack-mens', 'priceValidUntil': '2021-04-29', 'sku': '1340720008', 'price': '270.00', 'priceCurrency': 'USD', 'availability': 'https://schema.org/OutOfStock', 'itemCondition': 'https://schema.org/NewCondition', 'seller': {'name': 'REI', '@type': 'Organization'}}, {'@type': 'Offer', 'image': 'https://www.rei.com/media/product/1340720009', 'url': 'https://www.rei.com/product/134072/osprey-atmos-ag-65-pack-mens', 'priceValidUntil': '2021-04-29', 'sku': '1340720009', 'price': '270.00', 'priceCurrency': 'USD', 'availability': 'https://schema.org/OutOfStock', 'itemCondition': 'https://schema.org/NewCondition', 'seller': {'name': 'REI', '@type': 'Organization'}}]","['0845136065208', '0845136065307', '0845136065369', '0845136065246', '0845136065345', '0845136065222', '0845136065321', '0845136065284', '0845136065260']",Brand,Osprey,https://satchel.rei.com/media/img/brand-logos/10218.gif,https://www.rei.com/b/osprey,AggregateRating,4.6,138,,
https://schema.org,Product,Poco Child Carrier,https://www.rei.com/media/product/164404,"Whether you're headed to a festival, farmers market or a few miles into the woods, make it a family affair with the Osprey Poco child carrier.",https://www.rei.com/product/164404/osprey-poco-child-carrier,164404,Baby Carriers,"['Starry Black', 'Blue Sky']",48 lbs. 8 oz.,"[{'@type': 'Offer', 'image': 'https://www.rei.com/media/product/1644040001', 'url': 'https://www.rei.com/product/164404/osprey-poco-child-carrier', 'priceValidUntil': '2021-04-29', 'sku': '1644040001', 'price': '290.00', 'priceCurrency': 'USD', 'availability': 'https://schema.org/InStock', 'itemCondition': 'https://schema.org/NewCondition', 'seller': {'name': 'REI', '@type': 'Organization'}}, {'@type': 'Offer', 'image': 'https://www.rei.com/media/product/1644040002', 'url': 'https://www.rei.com/product/164404/osprey-poco-child-carrier', 'priceValidUntil': '2021-04-29', 'sku': '1644040002', 'price': '290.00', 'priceCurrency': 'USD', 'availability': 'https://schema.org/InStock', 'itemCondition': 'https://schema.org/NewCondition', 'seller': {'name': 'REI', '@type': 'Organization'}}]","['0845136093836', '0845136093379']",Brand,Osprey,https://satchel.rei.com/media/img/brand-logos/10218.gif,https://www.rei.com/b/osprey,AggregateRating,4.6,7,,
https://schema.org,Product,Poco Plus Child Carrier,https://www.rei.com/media/product/164405,"Comfortably explore trails, stroll to the park and make everyday tasks easier with the Osprey Poco Plus child carrier and its highly customizable fit. Go on, plan that sunny national park vacation!",https://www.rei.com/product/164405/osprey-poco-plus-child-carrier,164405,Baby Carriers,['Blue Sky'],48 lbs. 8 oz.,"[{'@type': 'Offer', 'image': 'https://www.rei.com/media/product/1644050001', 'url': 'https://www.rei.com/product/164405/osprey-poco-plus-child-carrier', 'priceValidUntil': '2021-04-28', 'sku': '1644050001', 'price': '330.00', 'priceCurrency': 'USD', 'availability': 'https://schema.org/InStock', 'itemCondition': 'https://schema.org/NewCondition', 'seller': {'name': 'REI', '@type': 'Organization'}}, {'@type': 'Offer', 'image': 'https://www.rei.com/media/product/1644050002', 'url': 'https://www.rei.com/product/164405/osprey-poco-plus-child-carrier', 'priceValidUntil': '2021-04-28', 'sku': '1644050002', 'price': '330.00', 'priceCurrency': 'USD', 'availability': 'https://schema.org/OutOfStock', 'itemCondition': 'https://schema.org/NewCondition', 'seller': {'name': 'REI', '@type': 'Organization'}}]","['0845136093393', '0845136093850']",Brand,Osprey,https://satchel.rei.com/media/img/brand-logos/10218.gif,https://www.rei.com/b/osprey,AggregateRating,4.7,27,,
